"from","to","strength"
"EH___Ch__Average_student.1","EH___Ch__Faculty_attendance.1",1
"EH___Ch__Average_student.1","EH___Ch__School_enjoyment.1",1
"EH__a_Ch__Ever_praised.1","EH__b_Ch__Ever_beaten.1",1
"EH__b_Ch__Ever_beaten.1","EH___Ch__Biased_teacher",1
"EH__b_Ch__Ever_beaten.1","EH__a_LB_Age_at_diet_supp",0.923076923076923
"EH__b_Ch__Ever_beaten.1","EH__d_LB_AWC_Growth_freq",1
"EH__b_Ch__Ever_beaten.1","EH____NLB_Size_of_child",0.923076923076923
"EH__b_Ch__Ever_beaten.1","EH__a_NLB_Age_other_milk",1
"EH__b_Ch__Ever_beaten.1","EH__b_NLB_Age_solid_food",1
"EH__b_Ch__Ever_beaten.1","EH___Tuberculosis",0.923076923076923
"EH_sch_Ch__School_code.1","EH___School_type",1
"EH___Marry_daughter_cousin","HH____Caste_religion_cats.x",1
"EH___Marry_daughter_cousin","HH___Rice__Rs",1
"EH___Marry_daughter_cousin","HH___Breaking_in",0.923076923076923
"EH___Marry_daughter_cousin","EH___Husband_blood_rel",1
"EH__a_Boy_s_wed_exp_lower","EH__b_Boy_s_wed_exp_upper",1
"EH__b_Boy_s_wed_exp_upper","EH__a_Girl_s_wed_exp_lower",1
"EH__a_Girl_s_wed_exp_lower","EH__b_Girl_s_wed_exp_upper",1
"EH__a_Girl_s_wed_exp_lower","EH__s_Wed_Gift__Cash_amount",0.923076923076923
"EH__a_Wed_Gift__gold","EH__b_Wed_Gift__silver",1
"EH__b_Wed_Gift__silver","EH__a_Wed_Gift__gold",1
"EH__c_Wed_Gift__land","District_codes_with_names.x",1
"EH__d_Wed_Gift__car","EH__a_Girl_s_wed_exp_lower",1
"EH__d_Wed_Gift__car","EH__b_Girl_s_wed_exp_upper",0.923076923076923
"EH__d_Wed_Gift__car","EH__q_Wed_Gift__Tractor",1
"EH__e_Wed_Gift__scooter","EH__d_Wed_Gift__car",1
"EH__f_Wed_Gift__TV","EH__a_Boy_s_wed_exp_lower",1
"EH__f_Wed_Gift__TV","EH__e_Wed_Gift__scooter",1
"EH__f_Wed_Gift__TV","EH__g_Wed_Gift__Fridge",1
"EH__f_Wed_Gift__TV","EH__o_Wed_Gift__Sewing_m_c",1
"EH__h_Wed_Gift__Furniture","EH__a_Wed_Gift__gold",0.923076923076923
"EH__h_Wed_Gift__Furniture","EH__l_Wed_Gift__Bedding",1
"EH__i_Wed_Gift__Pressure_cook","EH__h_Wed_Gift__Furniture",1
"EH__i_Wed_Gift__Pressure_cook","EH__k_Wed_Gift__Mixer_Grinder",1
"EH__k_Wed_Gift__Mixer_Grinder","EH__f_Wed_Gift__TV",1
"EH__k_Wed_Gift__Mixer_Grinder","EH__g_Wed_Gift__Fridge",1
"EH__l_Wed_Gift__Bedding","EH__j_Wed_Gift__Utensils",1
"EH__l_Wed_Gift__Bedding","EH__m_Wed_Gift__Watch",1
"EH__m_Wed_Gift__Watch","EH__n_Wed_Gift__Bicycle",1
"EH__n_Wed_Gift__Bicycle","HH__e_Loan_monthly_rate",1
"EH__n_Wed_Gift__Bicycle","EH__m_Wed_Gift__Watch",1
"EH__n_Wed_Gift__Bicycle","EH__q_Wed_Gift__Tractor",0.923076923076923
"EH__o_Wed_Gift__Sewing_m_c","HH___Other_govt_Rs",1
"EH__p_Wed_Gift__Livestock","District_codes_with_names.x",1
"EH__p_Wed_Gift__Livestock","EH__q_Wed_Gift__Tractor",1
"EH___Water_source__usual","District_codes_with_names.x",1
"EH___Water_within_house","EH__a_Walking_time_to_water",1
"EH___Water_within_house","EH__a_Get_Water_women",1
"EH__a_Walking_time_to_water","EH__a_Time_to_summer_water",1
"EH___Water_supply_hours","District_codes_with_names.x",1
"EH___Same_water_source_summer","District_codes_with_names.x",1
"EH___Same_water_source_summer","EH__a_Time_to_summer_water",1
"EH___Same_water_source_summer","EH___Water_Avail__Summer",1
"EH___Water_source_summer","District_codes_with_names.x",1
"EH___Water_source_summer","HH___Meat__homegrown",0.923076923076923
"EH___Water_in_house_summer","District_codes_with_names.x",1
"EH___Water_Avail__usual","District_codes_with_names.x",1
"EH___Water_Avail__usual","EH___Water_Avail__Summer",1
"EH___Water_Avail__Summer","District_codes_with_names.x",1
"EH___Water_Avail__Summer","EH___Same_water_source_summer",1
"EH___Water_Avail__Summer","EH___Water_Avail__usual",1
"EH___Water_Avail__Summer","EH__b_Get_Water_men",1
"EH__a_Get_Water_women","EH__b_Get_Water_men",1
"EH__a_Get_Water_women","EH__c_Get_Water_girls",0.923076923076923
"EH__c_Get_Water_girls","EH__a_Get_Water_women",0.923076923076923
"EH__c_Get_Water_girls","EH__d_Get_Water_boys",1
"EH__a_Drinking_water_storage","District_codes_with_names.x",1
"EH__b_Drinking_water_pouring","District_codes_with_names.x",1
"EH___Cooking_place","EH__a_Vent_in_cooking_place",1
"EH___Household_Toilet","HH_EH__hh_goods_._housing.x",1
"EH___Access_to_public_toilet","District_codes_with_names.x",1
"EH___Access_to_public_toilet","HH___Pulses__kg",1
"EH___HH_electricity","HH__b_Busns__Occupation",1
"EH___HH_electricity","EH__b_Electricity_Payment",1
"EH___HH_electricity","EH___Test_enjoy_school",1
"EH__a_Electricity_hours","EH___HH_electricity",1
"EH__b_Electricity_Payment","HH___House_own_rent",1
"EH__b_Electricity_Payment","EH___HH_electricity",1
"EH__c_Electricity_Rs","HH___Fuel_Light_Rs",1
"EH___Hours_burning_stove","District_codes_with_names.x",1
"EH___HH_chulha_type","EH___Firewood_use",1
"EH___HH_chulha_type","EH___LPG_use",1
"EH__a_Firewood_source","EH__b_Firewood_Rs",1
"EH__a_Firewood_source","EH__a_Dung_source",1
"EH__a_Firewood_source","EH__a_Fuel_distance",1
"EH___Dung_use","District_codes_with_names.x",1
"EH___Dung_use","EH__b_Dung_Rs",1
"EH__a_Dung_source","HH___Milk__homegrown",1
"EH__a_Dung_source","EH__b_Dung_Rs",1
"EH__a_Dung_source","EH__a_Crop_residue_source",1
"EH__a_Dung_source","HH___Any_work",1
"EH__a_Dung_source","HH____Animal_care",1
"EH___Crop_residue_use","District_codes_with_names.x",1
"EH__a_Crop_residue_source","EH__b_Crop_residue_Rs",1
"EH___Kerosene_use","District_codes_with_names.x",1
"EH___Kerosene_use","EH__b_Kerosene_Rs",1
"EH__a_Kerosene_source","District_codes_with_names.x",1
"EH__a_Kerosene_source","HH____Ration_card",1
"EH__a_Kerosene_source","HH___Kerosene__Rs",1
"EH__a_Kerosene_source","EH__b_Kerosene_Rs",1
"EH__b_Kerosene_Rs","HH___Kerosene__Rs",1
"EH___LPG_use","EH__b_LPG_Rs",1
"EH__a_LPG_source","District_codes_with_names.x",1
"EH__a_Coal__charcoal_source","District_codes_with_names.x",1
"EH__b_Coal__charcoal_Rs","Hsp__District_ID_Census_",1
"EH__b_Fuel_Coll_women","State_code.x",1
"EH__c_Fuel_Coll_men","EH__d_Fuel_Coll_girls",1
"EH__c_Fuel_Coll_men","EH__e_Fuel_Coll_boys",1
"EH__d_Fuel_Coll_girls","EH__e_Fuel_Coll_boys",1
"EH__e_Fuel_Coll_boys","EH__d_Fuel_Coll_girls",1
"EH___Med_treatment_who","District_codes_with_names.x",1
"EH___Med_treatment_who","EH_clinicid_clinic_code",1
"EH___Med_treatment_who","EH__a_STMorb_Who_st_treat",1
"EH___Med_treatment_where","EH__a_STMorb_Where_st_treat",1
"EH___Illness_type","District_codes_with_names.x",1
"EH___Illness_type","EH__a_Fever",1
"EH___Med_treatment_sex","District_codes_with_names.x",1
"EH___Med_treat_accompanied","District_codes_with_names.x",1
"EH_clinicid_state","State_code.x",1
"EH_clinicid_state","HH___Own__Washing_machine",0.923076923076923
"EH_clinicid_clinic_code","EH___Med_treatment_who",1
"EH___EWoman__Rel_to_HH_head","HH___Death___Rel_to_head",1
"EH___EWoman__Rel_to_HH_head","EH__a_Obs__respondent_ID",1
"EH___EWoman__Rel_to_HH_head","EH___EWoman__Age",1
"EH___EWoman__Rel_to_HH_head","EH__b_Perm_husband_Friend_home",1
"EH___EWoman__Rel_to_HH_head","EH___Marriage_status",1
"EH___EWoman__Rel_to_HH_head","HH___Age",1
"EH___EWoman__Rel_to_HH_head","HH___Marital_Status",1
"EH___EWoman__Age","EH___EWoman__N_children",1
"EH___EWoman__Age","Imputed_age",1
"EH___EWoman__N_children","EH___N_sons_elsewhere",0.923076923076923
"EH___EWoman__N_children","EH___N_daughters_elsewhere",1
"EH___EWoman__N_children","EH__a_N_sons_died",1
"EH___EWoman__N_children","EH__b_N_daughters_died",1
"EH___EWoman__N_children","EH___Total_N_children_borne",1
"EH___EWoman__general_health","EH__a_NLB_Age_other_milk",1
"EH___Belief_Daily_milk","District_codes_with_names.x",1
"EH___Belief_Male_sterilistn","EH__c_Fuel_Coll_men",1
"EH___Belief_st_thin_milk","EH___Belief_Chulha_smoke",1
"EH___Belief_st_thin_milk","EH___Harassment_of_girls",0.923076923076923
"EH___Belief_st_thin_milk","EH___LB_Breastfeeding",1
"EH___AIDS_Awareness","EH__a_AIDS_Sex",1
"EH__a_AIDS_Sex","EH__b_AIDS_Needle",1
"EH__a_AIDS_Sex","EH__d_AIDS_Transfusion",1
"EH__a_AIDS_Sex","EH___Test_enjoy_school",1
"EH__b_AIDS_Needle","EH__d_AIDS_Transfusion",1
"EH__c_AIDS_Mosquito_bite","HH__e_Netwk_Govt_Community",1
"EH__c_AIDS_Mosquito_bite","EH__a_AIDS_Sex",1
"EH__c_AIDS_Mosquito_bite","EH__b_AIDS_Needle",1
"EH__c_AIDS_Mosquito_bite","EH__e_AIDS_Food_sharing",1
"EH__d_AIDS_Transfusion","EH__b_AIDS_Needle",1
"EH__e_AIDS_Food_sharing","EH__b_LB_AWC_Checkup_freq",1
"EH___AIDS_Known_person","District_codes_with_names.x",1
"EH__a_Cooking_Respondent","EH__g_Cooking_Most_Say",1
"EH__a_Cooking_Respondent","EH__b_Purchase_Husband",1
"EH__b_Cooking_Husband","EH__r_Wed_Gift__Cash",0.923076923076923
"EH__b_Cooking_Husband","EH___Doctor_s_behaviour",1
"EH__b_Cooking_Husband","EH___EWoman__general_health",1
"EH__b_Cooking_Husband","EH__c_Cooking_Sr_male",1
"EH__b_Cooking_Husband","EH__g_Cooking_Most_Say",1
"EH__b_Cooking_Husband","EH__b_Purchase_Husband",1
"EH__b_Cooking_Husband","EH__b_Child_ill_Husband",0.923076923076923
"EH__b_Cooking_Husband","EH__a_Marriage_choice",1
"EH__c_Cooking_Sr_male","EH__g_Cooking_Most_Say",1
"EH__d_Cooking_Sr_female","EH___Ch__roster_id",0.923076923076923
"EH__d_Cooking_Sr_female","EH___EWoman__Rel_to_HH_head",1
"EH__d_Cooking_Sr_female","EH__c_Cooking_Sr_male",1
"EH__d_Cooking_Sr_female","EH__g_Cooking_Most_Say",1
"EH__d_Cooking_Sr_female","EH__c_Purchase_Sr_male",1
"EH__d_Cooking_Sr_female","EH__d_Purchase_Sr_female",1
"EH__d_Cooking_Sr_female","EH__d_Child_ill_Sr_female",1
"EH__d_Cooking_Sr_female","EH__d_Child_s_wed_Sr_female",1
"EH__d_Cooking_Sr_female","EH__d_Perm_Sr_Female__health_centre",1
"EH__d_Cooking_Sr_female","EH__d_Perm_Sr_Female_Friend_home",1
"EH__d_Cooking_Sr_female","EH__w_Shopping_Adult_women",1
"EH__e_Cooking_Other","EH__g_Cooking_Most_Say",1
"EH__e_Cooking_Other","EH__e_Purchase_Other",1
"EH__e_Cooking_Other","EH__e_Perm_others_Friend_home",1
"EH__e_Cooking_Other","EH__e_Perm_others_Kirana_shop",1
"EH__f_Cooking_No_One","District_codes_with_names.x",1
"EH__f_Cooking_No_One","EH__f_Purchase_No_One",1
"EH__f_Cooking_No_One","EH__f_Child_ill_No_One",1
"EH__f_Cooking_No_One","EH__f_Child_s_wed_No_One",1
"EH__f_Cooking_No_One","EH__w_Homework_Adult_women",1
"EH__g_Cooking_Most_Say","EH__a_Cooking_Respondent",1
"EH__g_Cooking_Most_Say","EH__c_Cooking_Sr_male",1
"EH__a_Purchase_Respondent","EH__a_Cooking_Respondent",1
"EH__a_Purchase_Respondent","EH__b_Purchase_Husband",1
"EH__a_Purchase_Respondent","EH__a_N_children_Respondent",1
"EH__a_Purchase_Respondent","EH__b_N_children_Husband",1
"EH__a_Purchase_Respondent","EH__c_N_children_Sr_male",1
"EH__b_Purchase_Husband","HH___Death___Rel_to_head",0.923076923076923
"EH__b_Purchase_Husband","EH__a_Cooking_Respondent",1
"EH__b_Purchase_Husband","EH__b_Cooking_Husband",1
"EH__b_Purchase_Husband","EH__f_Purchase_No_One",1
"EH__b_Purchase_Husband","EH__b_N_children_Husband",1
"EH__b_Purchase_Husband","EH__b_Child_ill_Husband",1
"EH__b_Purchase_Husband","EH__b_Child_s_wed_Husband",1
"EH__b_Purchase_Husband","EH__b_Perm_husband_Friend_home",1
"EH__c_Purchase_Sr_male","EH___Ch__roster_id",1
"EH__c_Purchase_Sr_male","EH__c_Cooking_Sr_male",1
"EH__c_Purchase_Sr_male","EH__d_Cooking_Sr_female",1
"EH__c_Purchase_Sr_male","EH__d_Purchase_Sr_female",1
"EH__c_Purchase_Sr_male","EH__g_Purchase_Most_Say",1
"EH__c_Purchase_Sr_male","EH__a_N_children_Respondent",1
"EH__c_Purchase_Sr_male","EH__c_N_children_Sr_male",1
"EH__c_Purchase_Sr_male","EH__c_Child_ill_Sr_male",1
"EH__c_Purchase_Sr_male","EH__d_Child_ill_Sr_female",1
"EH__c_Purchase_Sr_male","EH__c_Child_s_wed_Sr_male",1
"EH__c_Purchase_Sr_male","EH__c_Perm_Sr_male__health_centre",1
"EH__c_Purchase_Sr_male","EH__c_Perm_Sr_male_Friend_home",1
"EH__c_Purchase_Sr_male","HH_tot_income_quint_.neg",1
"EH__c_Purchase_Sr_male","HH___Relationship_to_head",1
"EH__c_Purchase_Sr_male","HH___Busns.2",0.923076923076923
"EH__c_Purchase_Sr_male","HH___Maternity_Benefit_ID",1
"EH__c_Purchase_Sr_male","EH___ID_Code",1
"EH__d_Purchase_Sr_female","EH__c_Cooking_Sr_male",1
"EH__d_Purchase_Sr_female","EH__d_Cooking_Sr_female",1
"EH__d_Purchase_Sr_female","EH__c_Purchase_Sr_male",1
"EH__d_Purchase_Sr_female","EH__g_Purchase_Most_Say",1
"EH__d_Purchase_Sr_female","EH__d_Child_ill_Sr_female",1
"EH__d_Purchase_Sr_female","EH__d_Perm_Sr_Female_Friend_home",0.923076923076923
"EH__e_Purchase_Other","EH__e_Child_ill_Other",1
"EH__g_Purchase_Most_Say","EH___EWoman__Rel_to_HH_head",1
"EH__g_Purchase_Most_Say","EH__b_Purchase_Husband",1
"EH__g_Purchase_Most_Say","EH__e_Purchase_Other",1
"EH__g_Purchase_Most_Say","EH__g_Child_ill_Most_Say",1
"EH__g_Purchase_Most_Say","EH__g_Child_s_wed_Most_Say",1
"EH__a_N_children_Respondent","EH__f_N_children_No_One",0.923076923076923
"EH__a_N_children_Respondent","EH__g_N_children_Most_Say",1
"EH__b_N_children_Husband","EH__a_N_children_Respondent",1
"EH__b_N_children_Husband","EH__f_N_children_No_One",1
"EH__b_N_children_Husband","EH__g_N_children_Most_Say",1
"EH__c_N_children_Sr_male","EH__e_N_children_Other",1
"EH__d_N_children_Sr_female","EH__c_N_children_Sr_male",1
"EH__d_N_children_Sr_female","EH__g_N_children_Most_Say",1
"EH__e_N_children_Other","HH__g_Own__Bio_gas_plants",1
"EH__g_N_children_Most_Say","EH__c_N_children_Sr_male",1
"EH__g_N_children_Most_Say","EH__e_N_children_Other",1
"EH__a_Child_ill_Respondent","District_codes_with_names.x",1
"EH__a_Child_ill_Respondent","EH__a_Child_s_wed_R",1
"EH__b_Child_ill_Husband","EH__b_N_children_Husband",1
"EH__b_Child_ill_Husband","EH__b_Child_s_wed_Husband",1
"EH__b_Child_ill_Husband","EH__m_Shopping_Adult_men",1
"EH__c_Child_ill_Sr_male","EH__c_Cooking_Sr_male",1
"EH__c_Child_ill_Sr_male","EH__c_N_children_Sr_male",1
"EH__c_Child_ill_Sr_male","EH__d_Child_ill_Sr_female",1
"EH__c_Child_ill_Sr_male","EH__g_Child_ill_Most_Say",1
"EH__c_Child_ill_Sr_male","EH__c_Child_s_wed_Sr_male",1
"EH__c_Child_ill_Sr_male","EH__c_Perm_Sr_male__health_centre",1
"EH__d_Child_ill_Sr_female","EH__c_N_children_Sr_male",1
"EH__d_Child_ill_Sr_female","EH__d_N_children_Sr_female",1
"EH__d_Child_ill_Sr_female","EH__e_Child_ill_Other",1
"EH__d_Child_ill_Sr_female","EH__g_Child_ill_Most_Say",1
"EH__d_Child_ill_Sr_female","EH__d_Child_s_wed_Sr_female",1
"EH__e_Child_ill_Other","EH__e_Purchase_Other",1
"EH__e_Child_ill_Other","EH__e_N_children_Other",1
"EH__e_Child_ill_Other","EH__e_Child_s_wed_Other",1
"EH__f_Child_ill_No_One","EH__f_Child_s_wed_No_One",1
"EH__g_Child_ill_Most_Say","EH__g_N_children_Most_Say",1
"EH__g_Child_ill_Most_Say","EH__b_Child_ill_Husband",1
"EH__g_Child_ill_Most_Say","EH__d_Child_ill_Sr_female",1
"EH__g_Child_ill_Most_Say","EH__g_Child_s_wed_Most_Say",1
"EH__a_Child_s_wed_R","EH__a_Purchase_Respondent",1
"EH__a_Child_s_wed_R","EH__a_N_children_Respondent",1
"EH__a_Child_s_wed_R","EH__b_Child_ill_Husband",1
"EH__a_Child_s_wed_R","EH__b_Child_s_wed_Husband",1
"EH__b_Child_s_wed_Husband","EH__b_N_children_Husband",1
"EH__b_Child_s_wed_Husband","EH__b_Child_ill_Husband",1
"EH__b_Child_s_wed_Husband","EH___Marriage_status",1
"EH__c_Child_s_wed_Sr_male","EH__d_Child_s_wed_Sr_female",1
"EH__d_Child_s_wed_Sr_female","EH__c_Child_s_wed_Sr_male",1
"EH__d_Child_s_wed_Sr_female","EH__g_Child_s_wed_Most_Say",1
"EH__e_Child_s_wed_Other","HH___Seeds_Rs",1
"EH__e_Child_s_wed_Other","EH__g_Child_s_wed_Most_Say",1
"EH__g_Child_s_wed_Most_Say","EH__g_Child_ill_Most_Say",1
"EH__g_Child_s_wed_Most_Say","EH__b_Child_s_wed_Husband",1
"EH__g_Child_s_wed_Most_Say","EH__c_Child_s_wed_Sr_male",1
"EH__g_Child_s_wed_Most_Say","EH__d_Child_s_wed_Sr_female",1
"EH__a_Permission_health_centre","EH__b_Perm_husband__health_centre",1
"EH__a_Permission_health_centre","EH__c_Perm_Sr_male__health_centre",1
"EH__a_Permission_health_centre","EH__d_Perm_Sr_Female__health_centre",1
"EH__a_Permission_health_centre","EH__a_Permission_Friend_home",1
"EH__b_Perm_husband__health_centre","EH__c_Perm_Sr_male__health_centre",1
"EH__b_Perm_husband__health_centre","EH__c_Perm_Sr_male_Friend_home",1
"EH__b_Perm_husband__health_centre","EH__b_Perm_husband_Kirana_shop",1
"EH__b_Perm_husband__health_centre","EH__d_Perm_Sr_Female_Kirana_shop",1
"EH__b_Perm_husband__health_centre","HH___Maternity_Benefit_Rs",1
"EH__c_Perm_Sr_male__health_centre","EH__c_Perm_Sr_male_Friend_home",1
"EH__c_Perm_Sr_male__health_centre","EH__c_Perm_Sr_male_Kirana_shop",1
"EH__d_Perm_Sr_Female__health_centre","EH___Ch__roster_id",0.923076923076923
"EH__d_Perm_Sr_Female__health_centre","EH__d_Cooking_Sr_female",1
"EH__d_Perm_Sr_Female__health_centre","EH__d_Child_ill_Sr_female",1
"EH__d_Perm_Sr_Female__health_centre","EH__a_Permission_health_centre",1
"EH__d_Perm_Sr_Female__health_centre","EH__b_Perm_husband__health_centre",1
"EH__d_Perm_Sr_Female__health_centre","EH__c_Perm_Sr_male__health_centre",1
"EH__d_Perm_Sr_Female__health_centre","EH__c_Perm_Sr_male_Friend_home",1
"EH__d_Perm_Sr_Female__health_centre","EH__d_Perm_Sr_Female_Friend_home",1
"EH__d_Perm_Sr_Female__health_centre","EH__d_Perm_Sr_Female_Kirana_shop",1
"EH__d_Perm_Sr_Female__health_centre","EH__w_Shopping_Adult_women",0.923076923076923
"EH__e_Perm_others_health_centre","District_codes_with_names.x",1
"EH__e_Perm_others_health_centre","EH__e_Perm_others_Friend_home",1
"EH__e_Perm_others_health_centre","EH__e_Perm_others_Kirana_shop",1
"EH__f_Health_centre_alone","EH__f_Visit_Friend_home_alone",1
"EH__f_Health_centre_alone","EH__f_Visit_Kirana_shop_alone",1
"EH__a_Permission_Friend_home","District_codes_with_names.x",1
"EH__a_Permission_Friend_home","EH__a_Permission_health_centre",1
"EH__a_Permission_Friend_home","EH__b_Perm_husband__health_centre",1
"EH__a_Permission_Friend_home","EH__b_Perm_husband_Friend_home",1
"EH__a_Permission_Friend_home","EH__c_Perm_Sr_male_Friend_home",1
"EH__a_Permission_Friend_home","EH__d_Perm_Sr_Female_Friend_home",0.923076923076923
"EH__a_Permission_Friend_home","EH__a_Permission_Kirana_shop",1
"EH__a_Permission_Friend_home","EH__b_NLB_post_high_fever",0.923076923076923
"EH__b_Perm_husband_Friend_home","EH__b_Perm_husband__health_centre",1
"EH__b_Perm_husband_Friend_home","EH__c_Perm_Sr_male_Friend_home",1
"EH__b_Perm_husband_Friend_home","EH__b_Perm_husband_Kirana_shop",1
"EH__c_Perm_Sr_male_Friend_home","EH__c_Perm_Sr_male_Kirana_shop",1
"EH__d_Perm_Sr_Female_Friend_home","EH__d_Cooking_Sr_female",1
"EH__d_Perm_Sr_Female_Friend_home","EH__d_Purchase_Sr_female",0.923076923076923
"EH__d_Perm_Sr_Female_Friend_home","EH__b_Perm_husband__health_centre",1
"EH__d_Perm_Sr_Female_Friend_home","EH__d_Perm_Sr_Female__health_centre",1
"EH__d_Perm_Sr_Female_Friend_home","EH__b_Perm_husband_Friend_home",1
"EH__d_Perm_Sr_Female_Friend_home","EH__c_Perm_Sr_male_Friend_home",1
"EH__d_Perm_Sr_Female_Friend_home","EH__d_Perm_Sr_Female_Kirana_shop",1
"EH__e_Perm_others_Friend_home","EH__e_Cooking_Other",1
"EH__e_Perm_others_Friend_home","EH__e_Perm_others_Kirana_shop",1
"EH__f_Visit_Friend_home_alone","EH__f_Visit_Kirana_shop_alone",1
"EH__a_Permission_Kirana_shop","EH__b_Perm_husband_Kirana_shop",1
"EH__a_Permission_Kirana_shop","EH__c_Perm_Sr_male_Kirana_shop",1
"EH__a_Permission_Kirana_shop","EH__d_Perm_Sr_Female_Kirana_shop",1
"EH__a_Permission_Kirana_shop","EH__e_Perm_others_Kirana_shop",1
"EH__b_Perm_husband_Kirana_shop","EH__b_Perm_husband__health_centre",1
"EH__b_Perm_husband_Kirana_shop","EH__c_Perm_Sr_male_Kirana_shop",1
"EH__b_Perm_husband_Kirana_shop","EH__d_Perm_Sr_Female_Kirana_shop",1
"EH__c_Perm_Sr_male_Kirana_shop","EH__d_Perm_Sr_Female_Kirana_shop",1
"EH__e_Perm_others_Kirana_shop","EH__e_Perm_others_Friend_home",1
"EH__f_Visit_Kirana_shop_alone","EH__f_Visit_Friend_home_alone",1
"EH__f_Visit_Kirana_shop_alone","EH__b_Perm_husband_Kirana_shop",1
"EH__f_Visit_Kirana_shop_alone","EH__d_Perm_Sr_Female_Kirana_shop",1
"EH__f_Visit_Kirana_shop_alone","EH__s_Shopping_Respondent",1
"EH___Purdah_Practice","District_codes_with_names.x",1
"EH__s_Shopping_Respondent","EH__m_Shopping_Adult_men",1
"EH__m_Shopping_Adult_men","EH__b_Child_ill_Husband",1
"EH__m_Shopping_Adult_men","EH__s_Shopping_Respondent",1
"EH__m_Shopping_Adult_men","EH__m_Homework_Adult_men",1
"EH__w_Shopping_Adult_women","EH__w_Homework_Adult_women",1
"EH__c_Shopping_Children","EH__c_Homework_Children",1
"EH__s_Homework_Respondent","EH__m_Homework_Adult_men",1
"EH__s_Homework_Respondent","EH__w_Homework_Adult_women",0.923076923076923
"EH__s_Homework_Respondent","EH____LB_mos__Vitamin_A",0.923076923076923
"EH__m_Homework_Adult_men","EH__w_Homework_Adult_women",1
"EH__c_Homework_Children","HH___TV_regular_Kids",1
"EH__c_Homework_Children","EH__c_Shopping_Children",1
"EH__a_Family_bank_account","HH___LIC_Life_insurance",1
"EH__a_Family_bank_account","EH__b_Resp_account_holder",1
"EH__b_Resp_account_holder","EH___Household_servant",1
"EH__b_Resp_account_holder","EH___House_papers__Woman",1
"EH___House_papers__Woman","EH___Financial_support",1
"EH___Girls_educatn_equal","District_codes_with_names.x",1
"EH__a_Discuss__Work_farm","EH__b_Discuss__Expenditure",1
"EH__b_Discuss__Expenditure","EH__c_Discuss__Politics",1
"EH___Natal_family_visit","District_codes_with_names.x",1
"EH___Natal_family_visit","EH___Husband_same_vill",1
"EH___Natal_family_visit","EH___Distance_natal_family",1
"EH___Natal_family_nearby","District_codes_with_names.x",1
"EH___Beat_leaves_no_permit","EH___Beat_if_no_dowry",1
"EH___Beat_leaves_no_permit","EH___Beat_if_House_neglect",1
"EH___Beat_leaves_no_permit","EH___Beat_if_extramarital",1
"EH___Beat_if_no_dowry","EH___Beat_if_House_neglect",1
"EH___Beat_if_House_neglect","EH___Beat_if_no_dowry",1
"EH___Beat_if_House_neglect","EH___Beat_if_bad_cooking",1
"EH___Beat_if_bad_cooking","EH___Ch__._teacher_discuss.1",0.923076923076923
"EH___Beat_if_extramarital","HH___Vegetables__price",1
"EH___Widow_support","EH__a_N_children_Respondent",1
"EH___Widow_support","EH__b_N_children_Husband",1
"EH___Widow_support","EH___Live_with_in_old_age",1
"EH___Widow_support","EH___Harassment_of_girls",1
"EH___Widow_support","Imputed_age_at_gauna",0.923076923076923
"EH___Live_with_in_old_age","EH___Would_live_w_daughter",1
"EH___Live_with_in_old_age","EH___Financial_support",1
"EH___Live_with_in_old_age","EH___N_daughters_with_R",1
"EH___Live_with_in_old_age","EH__chk_One__live_births",1
"EH___Would_live_w_daughter","EH___Support__daughter",1
"EH___Would_live_w_daughter","EH___N_sons_with_R",1
"EH___Support__daughter","EH___Financial_support",1
"EH___Harassment_of_girls","EH___Belief_st_thin_milk",0.923076923076923
"EH___Harassment_of_girls","EH___Widow_support",1
"EH__who_else_present","EH__f_N_children_No_One",0.923076923076923
"EH__who_else_present","EH__Others_present",1
"EH__a_Age_at_marriage","EH__a_R_Marriage__",1
"EH__d_Menarche_after_wed","District_codes_with_names.x",1
"EH__d_Menarche_after_wed","Imputed_age_at_marriage",1
"EH___Knew_husb_before_wed","District_codes_with_names.x",1
"EH___Knew_husb_before_wed","EH___Husband_blood_rel",1
"EH__a_Marriage_choice","EH__b_Choice_R_say",1
"EH___Husband_same_vill","District_codes_with_names.x",1
"EH___Husband_same_vill","EH___Natal_family_visit",1
"EH___Husband_same_caste","District_codes_with_names.x",1
"EH___Live_after_marriage","District_codes_with_names.x",1
"EH___Husband_blood_rel","EH___Natal_fam_married_husb_fam",1
"EH___Natal_fam_married_husb_fam","EH___Natal_fam_married_same_vill",1
"EH___Econ_stat_husb_fam","District_codes_with_names.x",1
"EH__a_Husb_sisters_educ","EH__b_Husb_brothers_educ",1
"EH__b_Husb_brothers_educ","EH__a_Husb_N_brothers",0.923076923076923
"EH__a_R_Marriage__","EH__a_st_marriage_Age",1
"EH__a_R_Marriage__","EH__a_st_marriage_Age_gauna",1
"EH__a_st_marriage_Age","EH__a_R_Marriage__",1
"EH___N_daughters_with_R","EH___N_sons_with_R",1
"EH___N_daughters_with_R","EH___N_sons_elsewhere",1
"EH__a_N_sons_died","EH___Total_N_children_borne",1
"EH___Total_N_children_borne","EH__a_N_sons_died",1
"EH___Total_N_children_borne","EH__b_N_daughters_died",1
"EH__b_N_miscarriages","EH__c_N_spontaneous_miscarr",1
